PLACE ID,nama wisata,KATEGORI,Kota,deskripsi,HARGA,long,lat,gambar,rating,path_gambar
11,Bukit Moko,Wisata Alam,Bandung,"Bandung sebagai destinasi wisata tak pernah ada habisnya. Didukung dengan lanskap yang cantik, kawasan Bandung mampu menarik perhatian wisatawan. Baik dari segi alam, budaya, kuliner, dan seni kreatif secara bersamaan. Dari sekian banyak tempat wisata yang tersedia, Bukit Moko Bandung menjadi salah satu yang cukup populer namanya dalam beberapa tahun belakangan. Berada di ketinggian sekitar 1500 mdpl, Bukit Moko memiliki cuaca yang sejuk. Bagi pengunjung yang tidak biasa di cuaca ini, ada baiknya membawa jaket tebal apalagi jika datang saat musim penghujan.",25000.0,107.6767988,-6.8422202,,4.5,images/Bukit Moko wisata indonesia/Image_1.jpg
12,Bumi Perkemahan Batu Kuda,Wisata Alam,Bandung,"Bumi Perkemahan Batu Kuda ini terletak di Desa Cibiru Wetan, Kecamatan Cileunyi, Kabupaten Bandung, tepatnya berada di kaki gunung Manglayang. Area Batu Kuda sendiri cukup terkenal di kalangan masyarakat sekitar. Selain karena merupakan titik pertama bagi para pendaki yang hendak melanjutkan perjalanan ke puncak gunung Manglayang, konon pada zaman dahulu, seorang prabu dari sebuah kerajaan di Jawa Barat yang bernama Prabu Layang Kusuma sedang menunggangi kuda nya yang bisa terbang di sekitar gunung Manglayang. Dan secara tiba – tiba kuda yang ditunggangi sang Prabu terjerembab ke dalam kubangan. Sekuat apapun usaha kuda tersebut untuk keluar dari kubangan tersebut tidak membuahkan hasil. Hingga lambat laun kuda milik sang Prabu yang terjerembab tersebut berubah menjadi batu. Maka batu tersebut disebut lah dengan istilah Batu Kuda. Selain itu, sang Prabu sendiri memilih untuk bertapa di dekat Batu Kuda, dan kini tempat sang Prabu bertapa dikenal dengan nama Batu Kursi. Area perkemahan Batu Kuda yang terbilang cukup luas, membuat anda tidak perlu khawatir kehabisan titik berkemah. Tak hanya itu, anda bisa melihat pohon – pohon pinus yang menjulang sejauh mata memandang. Selain digunakan untuk tempat berkemah para pendaki, anda pun bisa mengajak keluarga anda saat liburan. Karena area ini terbuka untuk anda sekeluarga yang sekedar ingin berjalan – jalan menikmati hutan pinus, ataupun menghabiskan malam dengan tidur di hotel bertabur bintang.",7500.0,107.7448856,-6.8932173,,4.5,images/Bumi Perkemahan Batu Kuda wisata indonesia/Image_1.jpg
13,Cafe D'Pakar Bandung,Wisata Kuliner,Bandung,"Kafe populer di kawasan Dago Atas (Ciburial), Bandung. Mengusung konsep area makan terbuka (outdoor) dengan meja-meja kayu yang menghadap langsung ke panorama lembah hijau.",0.0,107.6498632,-6.8467341,https://www.google.com/search?tbm=isch&q=Cafe+D%27Pakar+Bandung+cafe+view+Indonesia,4.6,images/Cafe D'Pakar Bandung wisata indonesia/Image_1.jpg
14,Caringin Tilu,Wisata Alam,Bandung,"Bandung tidak pernah kehilangan pesonanya, wisata alamnya selalu membius wisatawan untuk berkunjung. Caringin Tilu salah satunya, wisata dengan pemandangan alam yang indah. Pemandangan Kota Bandung yang terhampar 180 derajat. Tempat favorit wisatawan di kawasan wisata ini adalah Bukit Moko. Dimana di sana tersedia banyak kafe dan tempat makan yang siap menemani libur santai wisatawan. Siang hari, pemandangan alam indah disuguhkan, dan malam hari saatnya digantikan pemandangan lampu kota.",0.0,107.6647084,-6.8580464,,4.4,images/Caringin Tilu wisata indonesia/Image_1.jpg
15,Chingu Cafe Little Seoul,Wisata Hiburan,Bandung,"Selain populer karena memiliki pemandangan yang indah dan hawa yang sejuk, Bandung juga menawarkan banyak destinasi wisata kreatif. Taman kota, museum, hingga tempat makan pun tidak luput dari keunikan dan daya tariknya masing-masing. Salah satunya adalah Little Seoul Bandung yang berada di area Chingu Café. Area luar ruangan di kafe ini disulap menyerupai suasana Jalan Dongdaemun di Seoul, Korea Selatan. Tanpa perlu jauh-jauh terbang ke Negeri Ginseng, pengunjung bisa merasakan suasana Seoul di sini.",50000.0,107.6099853,-6.9012241,,4.5,images/Chingu Cafe Little Seoul wisata indonesia/Image_1.jpg
16,Cihampelas Walk,Wisata Belanja,Bandung,"Cihampelas Walk (Ciwalk) adalah salah satu pusat perbelanjaan mewah di Kecamatan Coblong, Kota Bandung, Jawa Barat. Mall ini berdiri pada tahun 2004.",0.0,107.6055658,-6.8938203,https://www.google.com/search?tbm=isch&q=Cihampelas+Walk+mall+Indonesia,4.5,images/Cihampelas Walk wisata indonesia/Image_1.jpg
17,Ciwangun Indah Camp Official,Wisata Alam,Bandung,"Ciwangun Indah Camp atau CIC adalah sebuah tempat rekreasi berkonsep petualangan alam dan outbound. Tempat ini terletak di kecamatan Parongpong Kabupaten Bandung Barat, bersebelahan dengan dusun bambu. Dengan latar alam hutan di bawah kaki gunung Burangrang, CIC layak dijadikan destinasi wisata. Dengan tempat yang masih terjaga keindahan alamnya, beberapa aktivitas bisa dilakukan di CIC. Aktivitas yang cocok untuk dilakukan di CIC adalah kegiatan yang berbasis petualangan alam. Berikut beberapa kegiatan yang cocok untuk dilakukan di Ciwangun Indah Camp.",10000.0,107.5837331,-6.786939,,4.3,images/Ciwangun Indah Camp Official wisata indonesia/Image_1.jpg
18,Curug Anom,Wisata Alam,Bandung,"Curug Anom adalah sebuah air terjun yang memiliki dinding batu atau tebing berbentuk flat, sehingga sekilas terlihat seperti tembok, padahal ini nyata tebing batu yang memiliki permukaan rata dengan ketinggian kurang lebih 30 meter. Lokasi Curug Anom berada dalam kawasan obyek wisata Natural Hill Lembang, tepatnya di Jln. Kolonel Masturi, Kec. Cisarua, Kab. Bandung Barat, Jawa Barat. Meskipun debit air di Curug Anom Lembang ini tidak terlalu besar, namun karena ukuran tebing yang sangat tinggi, maka cipratan air yang jatuh dari atas akan terasa seperti hujan lokal. Aliran air yang jatuh mengikuti permukaan dinding tebing yang rata dan kemudian membentur dasar air terjun terlihat seprti seuntai kain sutra yang menghiasi dinding batu.",0.0,107.5695213,-6.8116009,,4.6,images/Curug Anom wisata indonesia/Image_1.jpg
19,Curug Aseupan,Wisata Alam,Bandung,"Curug Aseupan berada di kawasan Curug Tilu Leuwi Opat. Curug ini merupakan bintang utama dari beberapa curug di sini. Jika diceritakan, kecantikannya bisa lah buat mengisi galeri dan feed instagram. Curug ini sendiri berada di Dusun Ciwangan, Kelurahan Cihanjuang rahayu, kecamatan Parangpong, Kabupaten Bandung Barat. Sekitar 9 KM dari Lembang yang jarangnya cukup berdekatan dengan Curug Cimahi. Bukan hanya menyajikan pemandangan air terjun, di sekitar curug juga terdapat area camping ground yang cukup luas.",10000.0,107.5822844,-6.7875652,,4.7,images/Curug Aseupan wisata indonesia/Image_1.jpg
20,Curug Batu Templek,Wisata Alam,Bandung,"Curug Batu Templek Bandung adalah sebuah wisata alam air terjun yang terletak di Kota Bandung Timur. Dari sekian banyak wisata alam air terjun di Bandung, Curug Batu Templek tak kalah menarik karena pemandangan di sekitarnya dipenuhi dengan terbing yang berbatu cadas. Sejarah Curug Batu Templek sangat sederhana, hanya karena di tempat ini dahulunya terdapat penambangan batu yang terdapat sebuah aliran air terjun dan diketahui aliran tersebut berasal dari sungai yang ada di atas tebing sehingga dinamakan Curug Batu Templek.",5000.0,107.6844023,-6.8743633,,4.1,images/Curug Batu Templek wisata indonesia/Image_1.jpg
21,Curug Bugbrug,Wisata Alam,Bandung,"Curug Bugbrug Sesuai dengan namanya kata Bugbrug dalam bahasa sunda adalah berarti bertumpuk atau tumpah tindih. Jadi apabila Anda ditanya kenapa air terjun di bandung ini dinamai Curug Bugbrug Maka jawabannya ialah karena air yang jatuh dari atas ke bawah itu seperti terlihat bertumpuk-tumpuk. Dan jatuhnya tersebut terdengar suara di dasar curug seperti ” brug…brug…brug ” begitu saking kerasnya. Curug yang berada di ketinggian 1.050 meter di atas permukaan air laut, memiliki ketinggian dari 50 meter tingginya dan lebar curug sekitar 2 meter. Tempat ini menjadi pusat buruan wisatawan yang berlibur ke bandung.",7500.0,107.5777632,-6.790389,,4.3,images/Curug Bugbrug wisata indonesia/Image_1.jpg
22,Curug Cilengkrang,Wisata Alam,Bandung,"Curug Cilengkrang bisa menjadi pilihan tujuan objek wisata alam di Bandung. Menawarkan area hutan sejuk serta area air terjun yang menyegarkan. Meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. Seolah bertolak belakang dari hingar bingar kota Bandung. Curug Cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. Air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. Dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga.",7500.0,107.7307085,-6.8908877,,4.0,images/Curug Cilengkrang wisata indonesia/Image_1.jpg
23,Curug Cimahi,Wisata Alam,Bandung,"Curug Cimahi adalah air terjun yang terletak di Jalan Kolonel Masturi, Desa Kertawangi, Kecamatan Cisarua, Kabupaten Bandung Barat, Jawa Barat. Dengan ketinggian sekitar 87 meter, menjadikan air terjun ini sebagai salah satu curug tertinggi di wilayah Bandung dan sekitarnya. Nama Cimahi berasal dari nama sungai yang mengalir di atasnya yaitu Sungai Cimahi yang berhulu di Situ (danau) Lembang dan mengalir ke Kota Cimahi. Destinasi wisata ini berjarak kurang lebih 10 kilometer dari Kota Cimahi ke arah Lembang atau 20 kilometer dari Kota Bandung.",15000.0,107.5783691,-6.7977383,,4.6,images/Curug Cimahi wisata indonesia/Image_1.jpg
24,Curug Cipanas,Wisata Alam,Bandung,"Siapa bilang berendam air panas harus merogoh kocek dalam? Kabupaten Bandung Barat punya solusi bagi pelancong yang ingin merasakan manfaat air panas pegunungan asli tanpa harus membayar mahal. Adalah Curug Cipanas Nagrak, objek wisata alam yang menawarkan pemandian air panas alami. Pemandian air panas ini bahkan tidak hanya sekadar kolam, melainkan berupa air terjun alami di tengah kawasan perkebunan. Mata airnya mengalir deras menjadi sebuah air terjun kecil di tengah lahan perbukitan hijau. Pengunjung akan merasakan sensasi berendam di kolam air panas yang nyaman di tengah alam terbuka.",20000.0,107.5922088,-6.7991958,,3.9,images/Curug Cipanas wisata indonesia/Image_1.jpg
25,Curug Dago,Wisata Alam,Bandung,Curug Dago Kota Bandung Jawa Barat berada di ketinggian 800 meter di atas permukaan air laut dengan tinggi air terjun mencapai 12 meter. Air terjun ini terbentuk sebagai akibat aliran Sungai Cikapundung yang mengalir sepanjang area Maribaya hingga Kota Bandung. Curug Dago pakar Bandung punya nilai historis yang tinggi dengan jejak sejarah hingga Kerajaan Thailand. Alasannya adalah dengan adanya prasasti Kerajaan Thailand dari abad ke-18 yang bertuliskan nama Raja Chulalongkom III atau Rama V dari Kerajaan Thailand.,12000.0,107.6181878,-6.8655225,,4.0,images/Curug Dago wisata indonesia/Image_1.jpg
26,Curug Luhur Waterfall,Wisata Alam,Bandung,"Sekitaran Bandung banyak sekali curug dari yang kekinian, terlupakan, kurang terdengar sampai baru dengar. Salah satunya adalah curug Luhur Cibodas di daerah Maribaya Lembang di sekitar area ini ada 3 curug, penduduk lokal menyebutnya curug Cibodas pernah disebut juga curug Keraton .. tapi sekarang lebih dikenal curug Luhur, selain yang ini ada juga curug Lalay yang tidak terlalu tinggi dan satu lagi curug yang paling tinggi diarea sini yaitu curug Luhur .. posisinya lebih kedalam lagi sekitar 3 km dari pos masuk, masih jarang orang yang kesana",5000.0,107.7136367,-6.8131767,,4.2,images/Curug Luhur Waterfall wisata indonesia/Image_1.jpg
27,Curug Malela,Wisata Alam,Bandung,"Curug Malela adalah salah satu destinasi alam yang berupa air terjun. Curug ini memilliki keindahan yang luar biasa. Jadi tak heran banyak para pengunjung yang datang untuk mengunjungi curug ini. Para pengunjung yang datang tidak hanya dari dalam kota saja, namun juga dari luar kota seperti DKI jakarta, Jawa Tengah, Jawa Barat dan masih banyak lagi. Curug ini memiliki ketinggian yang cukup tinggi yaitu sekitar 60 sampai 70 meter. Namun curug ini memiliki lebar yang cukup sempit yaitu sekitar 50 meter saja. Curug yang menjulang tinggi ini memiliki air yang sangat deras dan dingin. Jadi jika kamu berdiri di dekat air terjun ini siap siap pakaianmu akan basah terkena cipratan air. Air terjun Malela tidak hanya terdiri dari satu pancuran air saja, namun terdiri dari beberapa pancuran air yang berdekatan. Karena curug ini memiliki pancuran air yang berjejeran seperti air terjun niagara yang ada di Amerika, banyak para pengunjung yang menyebutnya sebagai “Niagara nya Cianjur”.",10000.0,107.2072145,-7.0182386,,4.4,images/Curug Malela wisata indonesia/Image_1.jpg
28,Curug Tilu Leuwi Opat,Wisata Alam,Bandung,"Curug Tilu Leuwi Opat merupakan salah satu wisata curug di Lembang. Tempatnya sendiri cukup luas. Disini ada area outbond, camping, dan tentunya wisata air terjun dan sungai. Area depan berupa lembah dengan sungai jernih. Biasanya outbond, camping, dan permainan dilakukan di area ini. Lokasi curug tilu leuwi opat sebenarnya bertetangga langsung dengan Dusun Bambu lho. Pernah ke dusun bambu? jika naik ke skywalk lutung kasarung, atau mengunjungi area camping, anda bisa melihat lembah yang berbatasan langsung dengan dusun bambu. Nah, lembah itu termasuk ke dalam area wisata curug tilu leuwi opat. Di lembah ini mengalir sungai dengan air jernih yang bersumber dari Situ Lembang.",10000.0,107.5826388,-6.7905692,,4.4,images/Curug Tilu Leuwi Opat wisata indonesia/Image_1.jpg
29,Dago Dreampark Bandung,Wisata Hiburan,Bandung,"Koridor 4 Metro Jabar Trans merupakan salah satu koridor Metro Jabar Trans yang melayani rute dari Leuwipanjang menuju Dago. Meskipun demikian, rute perjalanan saat ini tidak melalui Terminal Dago, melainkan berakhir di Halte UNPAD Dipatiukur.",35000.0,107.6254233,-6.8476037,https://www.google.com/search?tbm=isch&q=Dago+Dreampark+Bandung+wisata+tematik+Indonesia,4.3,images/Dago Dreampark Bandung wisata indonesia/Image_1.jpg
30,Dusun Bambu,Wisata Hiburan,Bandung,"Dusun Bambu merupakan taman rekreasi berbasis ecotourism di Jawa Barat dengan konsep ‘Private Sanctuary Lifestyle’ (Konsep Wisata Sehat). Melalui konsep ini, Dusun Bambu siap menghadirkan sarana rekreasi yang aman dan nyaman dengan senantiasa menerapkan standar protokol kesehatan yang ketat. Memadukan keindahan alam dan budaya tradisional, fasilitas di Dusun Bambu didesain untuk pengalaman wisata alam yang paling berkesan, mulai dari berjalan-jalan santai, bersepeda, menikmati kuliner lezat di tengah pesona alam, hingga mengunjungi replika pedesaan tradisional. Terdapat pula kapasitas kunjungan harian ke Dusun Bambu untuk memastikan bahwa anjuran social distancing tetap dijalankan. Dengan begitu, Dusun Bambu siap menjamin keselamatan kunjungan wisata Anda menyajikan pengalaman kunjungan yang tak tergantikan dan penjelajahan rasa yang memuaskan hati.",25000.0,107.5791627,-6.7897147,,4.5,images/Dusun Bambu wisata indonesia/Image_1.jpg
31,Farmhouse Lembang,Wisata Hiburan,Bandung,"Farmhouse Lembang merupakan destinasi wisata keluarga di Lembang dengan konsep bergaya Eropa, spot foto tematik, kuliner, dan area rekreasi.",50000.0,107.6057512,-6.8321699,https://www.google.com/search?tbm=isch&q=Farmhouse+Lembang+wahana+keluarga+Indonesia,4.4,images/Farmhouse Lembang wisata indonesia/Image_1.jpg
32,Floating Market Lembang,Wisata Budaya,Bandung,"Floating Market Lembang merupakan destinasi wisata keluarga di Lembang yang menawarkan kuliner, wahana, dan suasana pasar terapung.",35000.0,107.618115,-6.8187298,https://www.google.com/search?tbm=isch&q=Floating+Market+Lembang+wisata+edukasi+Indonesia,4.4,images/Floating Market Lembang wisata indonesia/Image_1.jpg
